CWE-ID,Key Words,Name,Description
405,"resource,consumption,amplification",Asymmetric Resource Consumption (Amplification),"The product does not properly control situations in which an adversary can cause the product to consume or produce excessive resources without requiring the adversary to invest equivalent work or otherwise prove authorization, i.e., the adversary's influence is asymmetric."
406,"control,network,message,volume,network,amplification",Insufficient Control of Network Message Volume (Network Amplification),"The product does not sufficiently monitor or control transmitted network traffic volume, so that an actor can cause the product to transmit more traffic than should be allowed for that actor."
407,complexity,Inefficient Algorithmic Complexity,"An algorithm in a product has an inefficient worst-case computational complexity that may be detrimental to system performance and can be triggered by an attacker, typically using crafted manipulations that ensure that the worst case is being reached."
408,"behavior,order,amplification",Incorrect Behavior Order: Early Amplification,The product allows an entity to perform a legitimate but expensive operation before authentication or authorization has taken place.
409,"handling,data,data,amplification",Improper Handling of Highly Compressed Data (Data Amplification),The product does not handle or incorrectly handles a compressed input with a very high compression ratio that produces a large output.
410,"resource,pool",Insufficient Resource Pool,"The product's resource pool is not large enough to handle peak demand, which allows an attacker to prevent others from accessing the resource by using a (relatively) large number of requests for resources."
412,lock,Unrestricted Externally Accessible Lock,"The product properly checks for the existence of a lock, but the lock can be externally controlled or influenced by an actor that is outside of the intended sphere of control."
413,resource,Improper Resource Locking,The product does not lock or does not correctly lock a resource when the product must have exclusive access to the resource.
414,check,Missing Lock Check,A product does not check to see if a lock is present before performing sensitive operations on a resource.
419,channel,Unprotected Primary Channel,"The product uses a primary channel for administration or restricted functionality, but it does not properly protect the channel."
420,channel,Unprotected Alternate Channel,"The product protects a primary channel, but it does not use the same level of protection for an alternate channel."
421,"race,condition,access,channel",Race Condition During Access to Alternate Channel,"The product opens an alternate channel to communicate with an authorized user, but the channel is accessible to other actors."
424,"protection,path",Improper Protection of Alternate Path,The product does not sufficiently protect all possible paths that a user can take to access restricted functionality or resources.
425,request,Direct Request ('Forced Browsing'),"The web application does not adequately enforce appropriate authorization on all restricted URLs, scripts, or files."
426,"search,path",Untrusted Search Path,The product searches for critical resources using an externally-supplied search path that can point to resources that are not under the product's direct control.
427,"search,path,element",Uncontrolled Search Path Element,"The product uses a fixed or controlled search path to find resources, but one or more locations in that path can be under the control of unintended actors."
428,"search,path,element",Unquoted Search Path or Element,"The product uses a search path that contains an unquoted element, in which the element contains whitespace or other separators. This can cause the product to access resources in a parent path."
430,"deployment,handler",Deployment of Wrong Handler,The wrong handler is assigned to process an object.
431,handler,Missing Handler,A handler is not available or implemented.
432,"signal,handler,operation",Dangerous Signal Handler not Disabled During Sensitive Operations,"The product uses a signal handler that shares state with other signal handlers, but it does not properly mask or prevent those signal handlers from being invoked while the original signal handler is still running."
434,"upload,file,type",Unrestricted Upload of File with Dangerous Type,The product allows the attacker to upload or transfer files of dangerous types that can be automatically processed within the product's environment.
436,"interpretation,conflict",Interpretation Conflict,"Product A handles inputs or steps differently than Product B, which causes A to perform incorrect actions based on its perception of B's state."
437,"model,endpoint,feature",Incomplete Model of Endpoint Features,"A product acts as an intermediary or monitor between two or more endpoints, but it does not have a complete model of an endpoint's features, behaviors, or state, potentially causing the product to perform incorrect actions based on this incomplete model."
439,"change,version,environment",Behavioral Change in New Version or Environment,"A's behavior or functionality changes with a new version of A, or a new environment, which is not known (or manageable) by B."
440,"behavior,violation",Expected Behavior Violation,"A feature, API, or function does not perform according to its specification."
441,"proxy,deputy",Unintended Proxy or Intermediary ('Confused Deputy'),"The product receives a request, message, or directive from an upstream component, but the product does not sufficiently preserve the original source of the request before forwarding the request to an external actor that is outside of the product's control sphere. This causes the product to appear to be the source of the request, leading it to act as a proxy or other intermediary between the upstream component and the external actor."
444,"interpretation,http,request,http,requestresponse,smuggling",Inconsistent Interpretation of HTTP Requests ('HTTP Request/Response Smuggling'),"The product acts as an intermediary HTTP agent (such as a proxy or firewall) in the data flow between two entities such as a client and server, but it does not interpret malformed HTTP requests or responses in ways that are consistent with how the messages will be processed by those entities that are at the ultimate destination."
446,"discrepancy,security,feature",UI Discrepancy for Security Feature,"The user interface does not correctly enable or configure a security feature, but the interface provides feedback that causes the user to believe that the feature is in a secure state."
447,"feature,ui",Unimplemented or Unsupported Feature in UI,"A UI function for a security feature appears to be supported and gives feedback to the user that suggests that it is supported, but the underlying functionality is not implemented."
448,"feature,ui",Obsolete Feature in UI,A UI function is obsolete and the product does not warn the user.
449,action,The UI Performs the Wrong Action,The UI performs the wrong action with respect to the user's request.
450,"interpretation,input",Multiple Interpretations of UI Input,The UI has multiple interpretations of user input but does not prompt the user when it selects the less secure interpretation.
451,"user,misrepresentation,information",User Interface (UI) Misrepresentation of Critical Information,"The user interface (UI) does not properly represent critical information to the user, allowing the information - or its source - to be obscured or spoofed. This is often a component in phishing attacks."
454,"initialization,variable,data,store",External Initialization of Trusted Variables or Data Stores,The product initializes critical internal variables or data stores using inputs that can be modified by untrusted actors.
455,initialization,Non-exit on Failed Initialization,"The product does not exit or otherwise modify its operation when security-relevant errors occur during initialization, such as when a configuration file has a format error or a hardware security module (HSM) cannot be activated, which can cause the product to execute in a less secure fashion than intended by the administrator."
459,cleanup,Incomplete Cleanup,The product does not properly clean up and remove temporary or supporting resources after they have been used.
460,"cleanup,exception",Improper Cleanup on Thrown Exception,"The product does not clean up its state or incorrectly cleans up its state when an exception is thrown, leading to unexpected state or control flow."
463,"deletion,data,structure,sentinel",Deletion of Data Structure Sentinel,The accidental deletion of a data-structure sentinel can cause serious programming logic problems.
464,"addition,data,structure,sentinel",Addition of Data Structure Sentinel,The accidental addition of a data-structure sentinel can cause serious programming logic problems.
466,"return,pointer,value,range",Return of Pointer Value Outside of Expected Range,A function can return a pointer to memory that is outside of the buffer that the pointer is expected to reference.
468,"pointer,scaling",Incorrect Pointer Scaling,"In C and C++, one may often accidentally refer to the wrong memory due to the semantics of when math operations are implicitly scaled."
469,"use,pointer,subtraction,size",Use of Pointer Subtraction to Determine Size,"The product subtracts one pointer from another in order to determine size, but this calculation can be incorrect if the pointers do not exist in the same memory chunk."
470,"use,input,class,reflection",Use of Externally-Controlled Input to Select Classes or Code ('Unsafe Reflection'),"The product uses external input with reflection to select which classes or code to use, but it does not sufficiently prevent the input from selecting improper classes or code."
471,"modification,data",Modification of Assumed-Immutable Data (MAID),The product does not properly protect an assumed-immutable element from being modified by an attacker.
472,"control,web,parameter",External Control of Assumed-Immutable Web Parameter,"The web application does not sufficiently verify inputs that are assumed to be immutable but are actually externally controllable, such as hidden form fields."
474,"use,function,implementation",Use of Function with Inconsistent Implementations,The code uses a function that has inconsistent implementations across operating systems and versions.
475,"behavior,input",Undefined Behavior for Input to API,The behavior of this function is undefined unless its control parameter is set to a specific value.
476,"pointer,dereference",NULL Pointer Dereference,"A NULL pointer dereference occurs when the application dereferences a pointer that it expects to be valid, but is NULL, typically causing a crash or exit."
477,"use,function",Use of Obsolete Function,"The code uses deprecated or obsolete functions, which suggests that the code has not been actively reviewed or maintained."
478,"default,case,condition,expression",Missing Default Case in Multiple Condition Expression,"The code does not have a default case in an expression with multiple conditions, such as a switch statement."
480,"use,operator",Use of Incorrect Operator,"The product accidentally uses the wrong operator, which changes the logic in security-relevant ways."
483,"block,delimitation",Incorrect Block Delimitation,"The code does not explicitly delimit a block that is intended to contain 2 or more statements, creating a logic error."
484,"break,statement,switch",Omitted Break Statement in Switch,"The product omits a break statement within a switch or similar construct, causing code associated with multiple conditions to execute. This can cause problems when the programmer only intended to execute code associated with one condition."
487,"reliance,packagelevel,scope",Reliance on Package-level Scope,"Java packages are not inherently closed; therefore, relying on them for code security is not a good practice."
488,"exposure,data,element,session",Exposure of Data Element to Wrong Session,"The product does not sufficiently enforce boundaries between the states of different sessions, causing data to be provided to, or used by, the wrong session."
489,code,Active Debug Code,"The product is deployed to unauthorized actors with debugging code still enabled or active, which can create unintended entry points or expose sensitive information."
494,"download,code,integrity,check",Download of Code Without Integrity Check,The product downloads source code or an executable from a remote location and executes the code without sufficiently verifying the origin and integrity of the code.
497,"exposure,system,information,control,sphere",Exposure of Sensitive System Information to an Unauthorized Control Sphere,The product does not properly prevent sensitive system-level information from being accessed by unauthorized actors who do not have the same level of access to the underlying system as the product does.
501,violation,Trust Boundary Violation,The product mixes trusted and untrusted data in the same data structure or structured message.
502,"deserialization,data",Deserialization of Untrusted Data,The product deserializes untrusted data without sufficiently verifying that the resulting data will be valid.
506,code,Embedded Malicious Code,The product contains code that appears to be malicious in nature.
507,horse,Trojan Horse,"The product appears to contain benign or useful functionality, but it also contains code that is hidden from normal operation that violates the intended security policy of the user or the system administrator."
508,code,Non-Replicating Malicious Code,Non-replicating malicious code only resides on the target system or product that is attacked; it does not attempt to spread to other systems.
509,"code,virus",Replicating Malicious Code (Virus or Worm),"Replicating malicious code, including viruses and worms, will attempt to attack other systems once it has successfully compromised the target system or the product."
510,trapdoor,Trapdoor,"A trapdoor is a hidden piece of code that responds to a special input, allowing its user access to resources without passing through the normal security enforcement mechanism."
511,"logic bomb, time bomb",Logic/Time Bomb,"The product contains code that is designed to disrupt the legitimate operation of the product (or its environment) when a certain time passes, or when a certain logical condition is met."
512,spyware,Spyware,"The product collects personally identifiable information about a human user or the user's activities, but the product accesses this information using other resources besides itself, and it does not require that user's explicit approval or direct input into the product."
514,channel,Covert Channel,A covert channel is a path that can be used to transfer information in a way not intended by the system's designers.
515,"storage,channel",Covert Storage Channel,A covert storage channel transfers information through the setting of bits by one program and the reading of those bits by another. What distinguishes this case from that of ordinary operation is that the bits are used to convey encoded information.
521,"password,requirement",Weak Password Requirements,"The product does not require that users should have strong passwords, which makes it easier for attackers to compromise user accounts."
522,credential,Insufficiently Protected Credentials,"The product transmits or stores authentication credentials, but it uses an insecure method that is susceptible to unauthorized interception and/or retrieval."
523,"transport,credential",Unprotected Transport of Credentials,Login pages do not use adequate measures to protect the user name and password while they are in transit from the client to the server.
524,"use,cache,information",Use of Cache Containing Sensitive Information,"The code uses a cache that contains sensitive information, but the cache can be read by an actor outside of the intended control sphere."
532,"insertion,information,log,file",Insertion of Sensitive Information into Log File,Information written to log files can be of a sensitive nature and give valuable guidance to an attacker or expose sensitive user information.
538,"insertion,information,file,directory",Insertion of Sensitive Information into Externally-Accessible File or Directory,"The product places sensitive information into files or directories that are accessible to actors who are allowed to have access to the files, but not to the sensitive information."
540,"inclusion,information,source,code",Inclusion of Sensitive Information in Source Code,Source code on a web server or repository often contains sensitive information and should generally not be accessible to users.
544,"error,handling,mechanism",Missing Standardized Error Handling Mechanism,"The product does not use a standardized method for handling errors throughout the code, which might introduce inconsistent error handling and resultant weaknesses."
547,"use,securityrelevant,constant","Use of Hard-coded, Security-relevant Constants","The product uses hard-coded constants instead of symbolic names for security-critical values, which increases the likelihood of mistakes during code maintenance or security policy change."
549,"password,field,masking",Missing Password Field Masking,"The product does not mask passwords during entry, increasing the potential for attackers to observe and capture passwords."
551,"behavior,order,authorization,canonicalization",Incorrect Behavior Order: Authorization Before Parsing and Canonicalization,"If a web server does not fully parse requested URLs before it examines them for authorization, it may be possible for an attacker to bypass authorization protection."
552,"file,directory,party",Files or Directories Accessible to External Parties,"The product makes files or directories accessible to unauthorized actors, even though they should not be."
561,code,Dead Code,"The product contains dead code, which can never be executed."
562,"return,stack,address",Return of Stack Variable Address,"A function returns the address of a stack variable, which will cause unintended program behavior, typically in the form of a crash."
563,"assignment,variable,use",Assignment to Variable without Use,"The variable's value is assigned but never used, making it a dead store."
565,"reliance,cooky,validation,integrity,checking",Reliance on Cookies without Validation and Integrity Checking,"The product relies on the existence or values of cookies when performing security-critical operations, but it does not properly ensure that the setting is valid for the associated user."
567,"access,data,context",Unsynchronized Access to Shared Data in a Multithreaded Context,"The product does not properly synchronize shared data, such as static variables across threads, which can lead to undefined behavior and unpredictable data changes."
570,expression,Expression is Always False,The product contains an expression that will always evaluate to false.
571,expression,Expression is Always True,The product contains an expression that will always evaluate to true.
573,"following,specification,caller",Improper Following of Specification by Caller,"The product does not follow or incorrectly follows the specifications as required by the implementation language, environment, framework, protocol, or platform."
581,"model,violation,equal,hashcode",Object Model Violation: Just One of Equals and Hashcode Defined,The product does not maintain equal hashcodes for equal objects.
584,return final block,Return Inside Finally Block,"The code has a return statement inside a finally block, which will cause any thrown exception in the try block to be discarded."
586,call,Explicit Call to Finalize(),The product makes an explicit call to the finalize() method from outside the finalizer.
601,"redirection,site,redirect",URL Redirection to Untrusted Site ('Open Redirect'),"A web application accepts a user-controlled input that specifies a link to an external site, and uses that link in a Redirect. This simplifies phishing attacks."
602,"enforcement,serverside,security",Client-Side Enforcement of Server-Side Security,The product is composed of a server that relies on the client to implement a mechanism that is intended to protect the server.
603,"use,authentication",Use of Client-Side Authentication,"A client/server product performs authentication within client code but not in server code, allowing server-side authentication to be bypassed via a modified client that omits the authentication check."
605,"bind,port",Multiple Binds to the Same Port,"When multiple sockets are allowed to bind to the same port, other services on that port may be stolen or spoofed."
606,"input,loop,condition",Unchecked Input for Loop Condition,"The product does not properly check inputs that are used for loop conditions, potentially leading to a denial of service or other consequences because of excessive looping."
609,double check lock,Double-Checked Locking,"The product uses double-checked locking to access a resource without the overhead of explicit synchronization, but the locking is insufficient."
610,"reference,resource,sphere",Externally Controlled Reference to a Resource in Another Sphere,The product uses an externally controlled name or reference that resolves to a resource that is outside of the intended control sphere.
611,"restriction,xml,entity,reference",Improper Restriction of XML External Entity Reference,"The product processes an XML document that can contain XML entities with URIs that resolve to documents outside of the intended sphere of control, causing the product to embed incorrect documents into its output."
612,"authorization,index,information",Improper Authorization of Index Containing Sensitive Information,"The product creates a search index of private or sensitive documents, but it does not properly limit index access to actors who are authorized to see the original information."
613,"session,expiration",Insufficient Session Expiration,"According to WASC, Insufficient Session Expiration is when a web site permits an attacker to reuse old session credentials or session IDs for authorization."
617,assertion,Reachable Assertion,"The product contains an assert() or similar statement that can be triggered by an attacker, which leads to an application exit or other behavior that is more severe than necessary."
619,database,Dangling Database Cursor ('Cursor Injection'),"If a database cursor is not closed properly, then it could become accessible to other users while retaining the same privileges that were originally assigned, leaving the cursor dangling."
620,"password,change",Unverified Password Change,"When setting a new password for a user, the product does not require knowledge of the original password, or using another form of authentication."
624,"expression,error",Executable Regular Expression Error,"The product uses a regular expression that either (1) contains an executable component with user-controlled inputs, or (2) allows a user to enable execution by inserting pattern modifiers."
625,expression,Permissive Regular Expression,The product uses a regular expression that does not sufficiently restrict the set of allowed values.
628,"function,argument",Function Call with Incorrectly Specified Arguments,"The product calls a function, procedure, or routine with arguments that are not correctly specified, leading to always-incorrect behavior and resultant weaknesses."
636,"fail secure, fail open",Not Failing Securely ('Failing Open'),"When the product encounters an error condition or failure, its design requires it to fall back to a state that is less secure than other options that are available, such as selecting the weakest encryption algorithm or using the most permissive access control restrictions."
637,"complexity,protection,mechanism,economy,mechanism",Unnecessary Complexity in Protection Mechanism (Not Using 'Economy of Mechanism'),"The product uses a more complex mechanism than necessary, which could lead to resultant weaknesses when the mechanism is not correctly understood, modeled, configured, implemented, or used."
638,mediation,Not Using Complete Mediation,"The product does not perform access checks on a resource every time the resource is accessed by an entity, which can create resultant weaknesses if that entity's rights or privileges change over time."
639,"authorization,bypass,key",Authorization Bypass Through User-Controlled Key,The system's authorization functionality does not prevent one user from gaining access to another user's data or record by modifying the key value identifying the data.
640,"recovery,mechanism,password",Weak Password Recovery Mechanism for Forgotten Password,"The product contains a mechanism for users to recover or change their passwords without knowing the original password, but the mechanism is weak."
641,"restriction,name,file,resource",Improper Restriction of Names for Files and Other Resources,"The product constructs the name of a file or other resource using input from an upstream component, but it does not restrict or incorrectly restricts the resulting name."
642,"control,state,data",External Control of Critical State Data,"The product stores security-critical state information about its users, or the product itself, in a location that is accessible to unauthorized actors."
643,"neutralization,data",Improper Neutralization of Data within XPath Expressions ('XPath Injection'),"The product uses external input to dynamically construct an XPath expression used to retrieve data from an XML database, but it does not neutralize or incorrectly neutralizes that input. This allows an attacker to control the structure of the query."
645,"account,lockout,mechanism",Overly Restrictive Account Lockout Mechanism,"The product contains an account lockout protection mechanism, but the mechanism is too restrictive and can be triggered too easily, which allows attackers to deny service to legitimate users by causing their accounts to be locked out."
648,"use,apis",Incorrect Use of Privileged APIs,The product does not conform to the API requirements for a function call that requires extra privileges. This could allow attackers to gain privileges by causing the function to be called incorrectly.
649,"reliance,obfuscation,encryption,securityrelevant,input,integrity,checking",Reliance on Obfuscation or Encryption of Security-Relevant Inputs without Integrity Checking,"The product uses obfuscation or encryption of inputs that should not be mutable by an external actor, but the product does not use integrity checks to detect if those inputs have been modified."
652,"neutralization,data,injection",Improper Neutralization of Data within XQuery Expressions ('XQuery Injection'),"The product uses external input to dynamically construct an XQuery expression used to retrieve data from an XML database, but it does not neutralize or incorrectly neutralizes that input. This allows an attacker to control the structure of the query."
653,"isolation,compartmentalization",Improper Isolation or Compartmentalization,"The product does not properly compartmentalize or isolate functionality, processes, or resources that require different privilege levels, rights, or permissions."
654,"reliance,factor,security,decision",Reliance on a Single Factor in a Security Decision,"A protection mechanism relies exclusively, or to a large extent, on the evaluation of a single condition or the integrity of a single object or entity in order to make a decision about granting access to restricted resources or functionality."
655,acceptability,Insufficient Psychological Acceptability,"The product has a protection mechanism that is too difficult or inconvenient to use, encouraging non-malicious users to disable or bypass the mechanism, whether by accident or on purpose."
656,"reliance,security,obscurity",Reliance on Security Through Obscurity,"The product uses a protection mechanism whose strength depends heavily on its obscurity, such that knowledge of its algorithms or key data is sufficient to defeat the mechanism."
657,"violation,design,principle",Violation of Secure Design Principles,The product violates well-established principles for secure design.
662,synchronization,Improper Synchronization,"The product utilizes multiple threads or processes to allow temporary access to a shared resource that can only be exclusive to one process at a time, but it does not properly synchronize these actions, which might cause simultaneous accesses of this resource by multiple threads or processes."
663,"use,function,context",Use of a Non-reentrant Function in a Concurrent Context,The product calls a non-reentrant function in a concurrent context in which a competing code sequence (e.g. thread or signal handler) may have an opportunity to call the same function or otherwise influence its state.
665,initialization,Improper Initialization,"The product does not initialize or incorrectly initializes a resource, which might leave the resource in an unexpected state when it is accessed or used."
666,"operation,resource,phase,lifetime",Operation on Resource in Wrong Phase of Lifetime,"The product performs an operation on a resource at the wrong phase of the resource's lifecycle, which can lead to unexpected behaviors."
667,locking,Improper Locking,"The product does not properly acquire or release a lock on a resource, leading to unexpected resource state changes and behaviors."
668,"exposure,resource,sphere",Exposure of Resource to Wrong Sphere,"The product exposes a resource to the wrong control sphere, providing unintended actors with inappropriate access to the resource."
669,"resource,transfer,sphere",Incorrect Resource Transfer Between Spheres,"The product does not properly transfer a resource/behavior to another sphere, or improperly imports a resource/behavior from another sphere, in a manner that provides unintended control over that resource."
670,"control,flow,implementation",Always-Incorrect Control Flow Implementation,"The code contains a control flow path that does not reflect the algorithm that the path is intended to implement, leading to incorrect behavior any time this path is navigated."
671,"lack,administrator,control,security",Lack of Administrator Control over Security,The product uses security features in a way that prevents the product's administrator from tailoring security settings to reflect the environment in which the product is being used. This introduces resultant weaknesses or prevents it from operating at a level of security that is desired by the administrator.
672,"operation,resource,expiration,release",Operation on a Resource after Expiration or Release,"The product uses, accesses, or otherwise operates on a resource after that resource has been expired, released, or revoked."
673,"influence,definition",External Influence of Sphere Definition,The product does not prevent the definition of control spheres from external actors.
674,recursion,Uncontrolled Recursion,"The product does not properly control the amount of recursion that takes place, consuming excessive resources, such as allocated memory or the program stack."
675,"operation,resource,singleoperation,context",Multiple Operations on Resource in Single-Operation Context,"The product performs the same operation on a resource two or more times, when the operation should only be applied once."
676,"use,function",Use of Potentially Dangerous Function,"The product invokes a potentially dangerous function that could introduce a vulnerability if it is used incorrectly, but the function can also be used safely."
681,"conversion,type",Incorrect Conversion between Numeric Types,"When converting from one data type to another, such as long to integer, data can be omitted or translated in a way that produces unexpected values. If the resulting values are used in a sensitive context, then dangerous behaviors may occur."
684,"provision,functionality",Incorrect Provision of Specified Functionality,"The code does not function according to its published specifications, potentially leading to incorrect usage."
694,"use,resource",Use of Multiple Resources with Duplicate Identifier,"The product uses multiple resources that can have the same identifier, in a context in which unique identifiers are required."
695,"use,lowlevel,functionality",Use of Low-Level Functionality,The product uses low-level functionality that is explicitly prohibited by the framework or specification under which the product is supposed to operate.
696,"behavior,order",Incorrect Behavior Order,"The product performs multiple related behaviors, but the behaviors are performed in the wrong order in ways which may produce resultant weaknesses."
698,"execution,ear",Execution After Redirect (EAR),"The web application sends a redirect to another location, but instead of exiting, it executes additional code."
704,"type,conversion,cast",Incorrect Type Conversion or Cast,"The product does not correctly convert an object, resource, or structure from one type to a different type."
705,"control,flow",Incorrect Control Flow Scoping,The product does not properly return control flow to the proper location after it has completed a task or detected an unusual condition.
706,"use,name,reference",Use of Incorrectly-Resolved Name or Reference,"The product uses a name or reference to access a resource, but the name/reference resolves to a resource that is outside of the intended control sphere."
708,"ownership,assignment",Incorrect Ownership Assignment,"The product assigns an owner to a resource, but the owner is outside of the intended control sphere."
732,"permission,assignment,resource",Incorrect Permission Assignment for Critical Resource,The product specifies permissions for a security-critical resource in a way that allows that resource to be read or modified by unintended actors.
733,"removal,modification,code",Compiler Optimization Removal or Modification of Security-critical Code,"The developer builds a security-critical protection mechanism into the software, but the compiler optimizes the program such that the mechanism is removed or modified."
749,"method,function",Exposed Dangerous Method or Function,"The product provides an Applications Programming Interface (API) or similar interface for interaction with external actors, but the interface includes a dangerous method or function that is not properly restricted."
754,"check,condition",Improper Check for Unusual or Exceptional Conditions,The product does not check or incorrectly checks for unusual or exceptional conditions that are not expected to occur frequently during day to day operation of the product.
755,"handling,condition",Improper Handling of Exceptional Conditions,The product does not handle or incorrectly handles an exceptional condition.
756,"custom,error,page",Missing Custom Error Page,"The product does not return custom error pages to the user, possibly exposing sensitive information."
757,"selection,lesssecure,negotiation",Selection of Less-Secure Algorithm During Negotiation ('Algorithm Downgrade'),"A protocol or its implementation supports interaction between multiple actors and allows those actors to negotiate which algorithm should be used as a protection mechanism such as encryption or authentication, but it does not select the strongest algorithm that is available to both parties."
758,"reliance,behavior","Reliance on Undefined, Unspecified, or Implementation-Defined Behavior","The product uses an API function, data structure, or other entity in a way that relies on properties that are not always guaranteed to hold for that entity."
763,"release,pointer,reference",Release of Invalid Pointer or Reference,"The product attempts to return a memory resource to the system, but it calls the wrong release function or calls the appropriate release function incorrectly."
764,"lock,resource",Multiple Locks of a Critical Resource,"The product locks a critical resource more times than intended, leading to an unexpected state in the system."
765,"unlocks,resource",Multiple Unlocks of a Critical Resource,"The product unlocks a critical resource more times than intended, leading to an unexpected state in the system."
766,"data,element",Critical Data Element Declared Public,"The product declares a critical variable, field, or member to be public when intended security policy requires it to be private."
767,"access,variable,method",Access to Critical Private Variable via Public Method,The product defines a public method that reads or modifies a private variable.
770,"allocation,resource,limit",Allocation of Resources Without Limits or Throttling,"The product allocates a reusable resource or group of resources on behalf of an actor without imposing any restrictions on the size or number of resources that can be allocated, in violation of the intended security policy for that actor."
771,"reference,resource",Missing Reference to Active Allocated Resource,"The product does not properly maintain a reference to a resource that has been allocated, which prevents the resource from being reclaimed."
772,"release,resource,lifetime",Missing Release of Resource after Effective Lifetime,"The product does not release a resource after its effective lifetime has ended, i.e., after the resource is no longer needed."
776,"restriction,entity,reference,dtds,xml,entity,expansion",Improper Restriction of Recursive Entity References in DTDs ('XML Entity Expansion'),"The product uses XML documents and allows their structure to be defined with a Document Type Definition (DTD), but it does not properly control the number of recursive definitions of entities."
778,logging,Insufficient Logging,"When a security-critical event occurs, the product either does not record the event or omits important details about the event when logging it."
779,data,Logging of Excessive Data,"The product logs too much information, making log files hard to process and possibly hindering recovery efforts or forensic analysis after an attack."
783,"operator,precedence,logic,error",Operator Precedence Logic Error,The product uses an expression in which operator precedence causes incorrect logic to be used.
786,"access,memory,location,start,buffer",Access of Memory Location Before Start of Buffer,The product reads or writes to a buffer using an index or pointer that references a memory location prior to the beginning of the buffer.
787,outofbounds,Out-of-bounds Write,"The product writes data past the end, or before the beginning, of the intended buffer."
788,"access,memory,location,end,buffer",Access of Memory Location After End of Buffer,The product reads or writes to a buffer using an index or pointer that references a memory location after the end of the buffer.
790,"filtering,element",Improper Filtering of Special Elements,"The product receives data from an upstream component, but does not filter or incorrectly filters special elements before sending it to a downstream component."
791,"filtering,element",Incomplete Filtering of Special Elements,"The product receives data from an upstream component, but does not completely filter special elements before sending it to a downstream component."
795,"element,location",Only Filtering Special Elements at a Specified Location,"The product receives data from an upstream component, but only accounts for special elements at a specified location, thereby missing remaining special elements that may exist before sending it to a downstream component."
798,"use,credential",Use of Hard-coded Credentials,"The product contains hard-coded credentials, such as a password or cryptographic key, which it uses for its own inbound authentication, outbound communication to external components, or encryption of internal data."
799,"control,interaction,frequency",Improper Control of Interaction Frequency,"The product does not properly limit the number or frequency of interactions that it has with an actor, such as the number of incoming requests."
804,captcha,Guessable CAPTCHA,"The product uses a CAPTCHA challenge, but the challenge can be guessed or automatically recognized by a non-human actor."
805,"access,length,value",Buffer Access with Incorrect Length Value,"The product uses a sequential operation to read or write a buffer, but it uses an incorrect length value that causes it to access memory that is outside of the bounds of the buffer."
807,"reliance,input,security,decision",Reliance on Untrusted Inputs in a Security Decision,"The product uses a protection mechanism that relies on the existence or values of an input, but the input can be modified by an untrusted actor in a way that bypasses the protection mechanism."
820,synchronization,Missing Synchronization,The product utilizes a shared resource in a concurrent manner but does not attempt to synchronize access to the resource.
821,synchronization,Incorrect Synchronization,"The product utilizes a shared resource in a concurrent manner, but it does not correctly synchronize access to the resource."
822,"pointer,dereference",Untrusted Pointer Dereference,"The product obtains a value from an untrusted source, converts this value to a pointer, and dereferences the resulting pointer."
823,"use,pointer",Use of Out-of-range Pointer Offset,"The product performs pointer arithmetic on a valid pointer, but it uses an offset that can point outside of the intended range of valid memory locations for the resulting pointer."
824,"access,pointer",Access of Uninitialized Pointer,The product accesses or uses a pointer that has not been initialized.
825,"pointer,dereference",Expired Pointer Dereference,"The product dereferences a pointer that contains a location for memory that was previously valid, but is no longer valid."
826,"release,resource,lifetime",Premature Release of Resource During Expected Lifetime,The product releases a resource that is still intended to be used by itself or another actor.
829,"inclusion,functionality,control",Inclusion of Functionality from Untrusted Control Sphere,"The product imports, requires, or includes executable functionality (such as a library) from a source that is outside of the intended control sphere."
832,"unlock,resource",Unlock of a Resource that is not Locked,The product attempts to unlock a resource that is not locked.
833,deadlock,Deadlock,"The product contains multiple threads or executable segments that are waiting for each other to release a necessary lock, resulting in deadlock."
834,iteration,Excessive Iteration,The product performs an iteration or loop without sufficiently limiting the number of times that the loop is executed.
835,"loop,exit,condition,infinite,loop",Loop with Unreachable Exit Condition ('Infinite Loop'),"The product contains an iteration or loop with an exit condition that cannot be reached, i.e., an infinite loop."
836,"use,password,hash,password,authentication",Use of Password Hash Instead of Password for Authentication,"The product records password hashes in a data store, receives a hash of a password from a client, and compares the supplied hash to the hash obtained from the data store."
837,"enforcement,action","Improper Enforcement of a Single, Unique Action","The product requires that an actor should only be able to perform an action once, or to have only one unique action, but the product does not enforce or improperly enforces this restriction."
838,"encoding,output,context",Inappropriate Encoding for Output Context,"The product uses or specifies an encoding when generating output to a downstream component, but the specified encoding is not the same as the encoding that is expected by the downstream component."
839,"range,comparison,check",Numeric Range Comparison Without Minimum Check,"The product checks a value to ensure that it is less than or equal to a maximum, but it does not also verify that the value is greater than or equal to the minimum."
841,"enforcement,workflow",Improper Enforcement of Behavioral Workflow,"The product supports a session in which more than one behavior must be performed by an actor, but it does not properly ensure that the actor performs the behaviors in the required sequence."
842,"placement,user,group",Placement of User into Incorrect Group,The product or the administrator places a user into an incorrect group.
843,"access,resource,type,type,confusion",Access of Resource Using Incompatible Type ('Type Confusion'),"The product allocates or initializes a resource such as a pointer, object, or variable using one type, but it later accesses that resource using a type that is incompatible with the original type."
862,authorization,Missing Authorization,The product does not perform an authorization check when an actor attempts to access a resource or perform an action.
